ensembl_transcript_id	refseq_id
ENST00000412618	NM_019105
ENST00000286794	NM_032693
ENST00000393118	NM_033139
ENST00000546684	NM_032470
ENST00000360962	NM_024650
ENST00000382494	NM_001023587
ENST00000375151	NM_058163
ENST00000418370	NM_053032
ENST00000393217	NM_001079910
ENST00000578202	NM_053031
ENST00000456156	NM_025236
ENST00000377798	NM_022490
ENST00000442063	NM_170769
ENST00000334534	NM_001009608
ENST00000346322	NM_053028
ENST00000346322	NM_053026
ENST00000377792	NM_001282766
ENST00000309657	NM_005133
ENST00000287437	NM_173685
ENST00000375135	NM_004463
ENST00000329967	NM_006427
ENST00000522563	NM_001349485
ENST00000525356	NM_001032279
ENST00000347067	NM_021709
ENST00000448314	NM_000500
ENST00000452679	NM_021959
ENST00000355962	NM_000353
ENST00000359169	NM_053027
ENST00000360304	NM_053025
ENST00000360304	NM_001321309
ENST00000614891	NM_052886
ENST00000257867	NM_033277
ENST00000317683	NM_001329633
ENST00000317683	NM_001329634
ENST00000317683	NM_001080469
ENST00000330710	NM_001127258
ENST00000452708	NM_001128590
ENST00000357223	NM_032425
ENST00000344710	NM_001164502
ENST00000322343	NM_001199829
ENST00000361824	NM_032132
ENST00000397525	NM_001164501
ENST00000330125	NM_019843
ENST00000429644	NM_000158
ENST00000483391	NM_001258002
ENST00000369740	NM_201653
ENST00000330198	NM_033029
ENST00000222747	NM_012338
ENST00000353665	NM_001258005
ENST00000353665	NM_001258004
ENST00000253063	NM_031459
ENST00000420910	NM_001136049
ENST00000303775	NM_013240
ENST00000351429	NM_182749
ENST00000430615	NM_021797
ENST00000430615	NM_001258003
ENST00000430615	NM_001258001
ENST00000325006	NM_015328
ENST00000446544	NM_001130720
ENST00000272520	NM_182528
ENST00000358731	NM_018429
ENST00000451398	NM_001040623
ENST00000474594	NM_001130723
ENST00000403346	NM_006374
ENST00000403346	NM_001271977
ENST00000490911	NM_001130722
ENST00000401869	NM_001271978
ENST00000254958	NM_000214
ENST00000293371	NM_053283
ENST00000405883	NM_001271979
ENST00000456047	NM_001300854
ENST00000368985	NM_004079
ENST00000264499	NM_176824
ENST00000310638	NM_000778
ENST00000310638	NM_001319155
ENST00000331457	NM_004147
ENST00000506636	NM_018190
ENST00000448301	NM_001199739
ENST00000369738	NM_181643
ENST00000373842	NM_017638
ENST00000373842	NM_001127350
ENST00000324472	NM_173812
ENST00000369737	NM_001300831
ENST00000405585	NM_001271980
ENST00000607941	NM_205848
ENST00000405256	NM_207335
ENST00000326080	NM_032385
ENST00000316824	NM_006982
ENST00000369547	NM_001270805
ENST00000457052	NM_001310124
ENST00000261234	NM_014254
ENST00000271651	NM_000396
ENST00000537373	NM_001278237
ENST00000292599	NM_014757
ENST00000374749	NM_001324375
ENST00000374749	NM_003591
ENST00000535007	NM_001282308
ENST00000535007	NM_001282307
ENST00000535007	NM_001282306
ENST00000543554	NM_001282305
ENST00000374751	NM_001198777
ENST00000374751	NM_001324376
ENST00000297784	NM_138691
ENST00000372852	NM_014571
ENST00000421317	NM_001198778
ENST00000637012	NM_001354602
ENST00000536543	NM_001242750
ENST00000537177	NM_001198779
ENST00000292596	NM_145867
ENST00000372521	NM_199342
ENST00000329886	NM_001198983
ENST00000287907	NM_024012
ENST00000372525	NM_024097
ENST00000375735	NM_001377
ENST00000404648	NM_000509
ENST00000398093	NM_001080463
ENST00000336098	NM_021870
ENST00000235628	NM_032526
ENST00000250003	NM_002478
ENST00000372517	NM_001017922
ENST00000373970	NM_012242
ENST00000392527	NM_001134877
ENST00000372844	NM_016257
ENST00000612703	NM_001282397
ENST00000617690	NM_001282396
ENST00000565261	NM_001271329
ENST00000361228	NM_005447
ENST00000372514	NM_018538
ENST00000392522	NM_001134875
ENST00000268485	NM_052858
ENST00000523698	NM_001301083
ENST00000299952	NM_001017967
ENST00000354560	NM_001134876
ENST00000326053	NM_020643
ENST00000420980	NM_004647
ENST00000256010	NM_006183
ENST00000429243	NM_018457
ENST00000340368	NM_001346592
ENST00000340368	NM_005542
ENST00000342407	NM_198337
ENST00000264042	NM_014808
ENST00000354534	NM_001330260
ENST00000354534	NM_014191
ENST00000379786	NM_001005354
ENST00000371901	NM_001320289
ENST00000371901	NM_001320290
ENST00000371901	NM_178033
ENST00000627550	NM_001282984
ENST00000344756	NM_198336
ENST00000373287	NM_001282983
ENST00000355526	NM_001289978
ENST00000355526	NM_001135155
ENST00000545061	NM_001177984
ENST00000407796	NM_001014431
ENST00000349310	NM_001014432
ENST00000297375	NM_001427
ENST00000362005	NM_207189
ENST00000362005	NM_001242805
ENST00000370389	NM_001242810
ENST00000412732	NM_001135156
ENST00000555528	NM_005163
ENST00000243253	NM_013336
ENST00000334194	NM_178134
ENST00000267079	NM_006301
ENST00000392531	NM_001311
ENST00000547488	NM_001193511
ENST00000568954	NM_015020
ENST00000254730	NM_021937
ENST00000393524	NM_001289003
ENST00000250018	NM_004179
ENST00000080059	NM_015401
ENST00000354334	NM_001098416
ENST00000393110	NM_001008410
ENST00000393110	NM_182915
ENST00000299576	NM_001206646
ENST00000393106	NM_018234
ENST00000409811	NM_138637
ENST00000321736	NM_001103176
ENST00000308796	NM_058173
ENST00000402388	NM_001726
ENST00000309377	NM_020642
ENST00000394530	NM_001242808
ENST00000394530	NM_001242807
ENST00000399546	NM_001242806
ENST00000432498	NM_014775
ENST00000309357	NM_001206647
ENST00000439128	NM_012224
ENST00000259526	NM_002514
ENST00000382368	NM_001321213
ENST00000382368	NM_024963
ENST00000529942	NM_001206648
ENST00000371891	NM_001010969
ENST00000619754	NM_001308102
ENST00000511633	NM_001199398
ENST00000510533	NM_001199400
ENST00000507142	NM_001199397
ENST00000464873	NM_001319086
ENST00000521450	NM_001301082
ENST00000521450	NM_001301075
ENST00000552960	NM_001308090
ENST00000512193	NM_001199399
ENST00000403027	NM_004779
ENST00000375856	NM_003749
ENST00000322623	NM_001319084
ENST00000322623	NM_003707
ENST00000401878	NM_053043
ENST00000524105	NM_001301086
ENST00000285896	NM_001301073
ENST00000375413	NM_016583
ENST00000520671	NM_001301080
ENST00000354297	NM_130852
ENST00000521583	NM_001301077
ENST00000375422	NM_001243193
ENST00000519404	NM_001301074
ENST00000400289	NM_001258326
ENST00000400289	NM_001258327
ENST00000400288	NM_001007467
ENST00000564406	NM_017996
ENST00000564406	NM_001321594
ENST00000268148	NM_001144074
ENST00000268148	NM_001321596
ENST00000334128	NM_182537
ENST00000228741	NM_005230
ENST00000383627	NM_001098479
ENST00000428798	NM_001145143
ENST00000312475	NM_022163
ENST00000549529	NM_001303511
ENST00000409466	NM_001017927
ENST00000409466	NM_001322329
ENST00000359076	NM_001098478
ENST00000334816	NM_001322332
ENST00000334816	NM_001322331
ENST00000382489	NM_001163646
ENST00000270645	NM_020650
ENST00000409523	NM_001322330
ENST00000550932	NM_018950
ENST00000540643	NM_001258325
ENST00000264883	NM_017426
ENST00000442218	NM_017842
ENST00000514987	NM_001278603
ENST00000621808	NM_013244
ENST00000325844	NM_022839
ENST00000325844	NM_001321970
ENST00000325844	NM_001321972
ENST00000375370	NM_007111
ENST00000299529	NM_004378
ENST00000560850	NM_001321974
ENST00000353598	NM_176805
ENST00000317578	NM_175875
ENST00000372827	NM_001720
ENST00000371974	NM_003172
ENST00000507827	NM_001301645
ENST00000615505	NM_001280787
ENST00000336356	NM_004744
ENST00000356865	NM_024490
ENST00000281928	NM_015335
ENST00000341418	NM_001258024
ENST00000270223	NM_004943
ENST00000360325	NM_001307
ENST00000371964	NM_001278928
ENST00000371964	NM_017503
ENST00000270139	NM_000629
ENST00000397317	NM_001185022
ENST00000265965	NM_012139
ENST00000530758	NM_018462
ENST00000538261	NM_001185023
ENST00000318351	NM_130770
ENST00000261835	NM_006668
ENST00000373839	NM_001350160
ENST00000373839	NM_001350158
ENST00000373839	NM_001350159
ENST00000373839	NM_001350161
ENST00000373839	NM_001048183
ENST00000514866	NM_001277171
ENST00000425687	NM_001166254
ENST00000281722	NM_144979
ENST00000510397	NM_001277173
ENST00000389110	NM_170682
ENST00000367072	NM_001302841
ENST00000358842	NM_033214
ENST00000229179	NM_001330192
ENST00000229179	NM_020401
ENST00000373836	NM_023923
ENST00000298912	NM_024734
ENST00000256474	NM_000551
ENST00000426928	NM_001289974
ENST00000345392	NM_198156
ENST00000379472	NM_004976
ENST00000449132	NM_001282164
ENST00000265969	NM_001112741
ENST00000343948	NM_170683
ENST00000566855	NM_001242521
ENST00000324379	NM_006112
ENST00000356511	NM_001319293
ENST00000356511	NM_203456
ENST00000383425	NM_025262
ENST00000359282	NM_001098620
ENST00000343060	NM_005522
ENST00000352418	NM_012226
ENST00000350048	NM_016318
ENST00000351222	NM_174872
ENST00000348800	NM_174873
ENST00000359462	NM_005016
ENST00000542301	NM_001282165
ENST00000546463	NM_031989
ENST00000336425	NM_001130966
ENST00000355633	NM_153620
ENST00000552296	NM_001128912
ENST00000448866	NM_001314028
ENST00000448866	NM_001061
ENST00000262053	NM_005171
ENST00000372830	NM_001195007
ENST00000311128	NM_152678
ENST00000439930	NM_001128911
ENST00000232217	NM_004164
ENST00000458722	NM_001166253
ENST00000327582	NM_022120
ENST00000411653	NM_030984
ENST00000413113	NM_021184
ENST00000415389	NM_001256613
ENST00000425359	NM_198313
ENST00000447282	NM_001128913
ENST00000335304	NM_182589
ENST00000437231	NM_001128914
ENST00000232219	NM_002899
ENST00000278715	NM_000190
ENST00000436361	NM_198314
ENST00000521072	NM_173672
ENST00000440596	NM_001256614
ENST00000492918	NM_001130992
ENST00000321826	NM_002566
ENST00000617459	NM_001130993
ENST00000448060	NM_001031733
ENST00000440797	NM_001111298
ENST00000432371	NM_025263
ENST00000396627	NM_015362
ENST00000422140	NM_001077497
ENST00000520723	NM_001286361
ENST00000449771	NM_001098531
ENST00000467889	NM_033429
ENST00000417314	NM_032505
ENST00000396628	NM_203414
ENST00000540479	NM_001286694
ENST00000540479	NM_001286695
ENST00000542729	NM_001258209
ENST00000424445	NM_001286360
ENST00000370383	NM_173567
ENST00000406875	NM_022740
ENST00000428878	NM_001113239
ENST00000253107	NM_020230
ENST00000354429	NM_203415
ENST00000356683	NM_203413
ENST00000596516	NM_001287737
ENST00000394885	NM_002902
ENST00000258052	NM_003080
ENST00000544387	NM_001258208
ENST00000320963	NM_001271837
ENST00000556529	NM_001085481
ENST00000392841	NM_001024382
ENST00000613024	NM_001130677
ENST00000441604	NM_005275
ENST00000264811	NM_003305
ENST00000379645	NM_001130698
ENST00000645818	NM_003119
ENST00000355086	NM_020762
ENST00000339837	NM_001320513
ENST00000339837	NM_178177
ENST00000358595	NM_001350225
ENST00000358595	NM_001350226
ENST00000358595	NM_001350224
ENST00000358595	NM_001668
ENST00000413939	NM_001200047
ENST00000643695	NM_001320510
ENST00000354552	NM_182909
ENST00000487087	NM_001282793
ENST00000296202	NM_001320511
ENST00000296202	NM_001320512
ENST00000471562	NM_001282794
ENST00000249636	NM_016166
ENST00000631006	NM_001346201
ENST00000291270	NM_001288764
ENST00000291270	NM_004409
ENST00000331335	NM_001042459
ENST00000545237	NM_001320687
ENST00000405493	NM_001098532
ENST00000405493	NM_006105
ENST00000354396	NM_001286036
ENST00000515192	NM_001286035
ENST00000342818	NM_183242
ENST00000383694	NM_014890
ENST00000636278	NM_015237
ENST00000315870	NM_019071
ENST00000253108	NM_003755
ENST00000288167	NM_018725
ENST00000339121	NM_198267
ENST00000450735	NM_004839
ENST00000304231	NM_199330
ENST00000261318	NM_024738
ENST00000398458	NM_182559
ENST00000505755	NM_001197325
ENST00000505755	NM_178427
ENST00000229003	NM_006025
ENST00000268616	NM_015144
ENST00000422538	NM_001172439
ENST00000545824	NM_001172440
ENST00000304191	NM_031452
ENST00000421999	NM_032359
ENST00000574322	NM_001143775
ENST00000428358	NM_001198690
ENST00000489081	NM_001167924
ENST00000318988	NM_015343
ENST00000393796	NM_001040664
ENST00000600757	NM_001288765
ENST00000343373	NM_001081563
ENST00000447742	NM_001081560
ENST00000358465	NM_015906
ENST00000458663	NM_001081562
ENST00000369543	NM_033020
ENST00000354227	NM_001288766
ENST00000373968	NM_000242
ENST00000302386	NM_007278
ENST00000261721	NM_025238
ENST00000373713	NM_001320996
ENST00000373713	NM_004102
ENST00000275603	NM_001762
ENST00000614971	NM_001320766
ENST00000614971	NM_015565
ENST00000359929	NM_001297704
ENST00000335503	NM_001009186
ENST00000379403	NM_001011885
ENST00000368679	NM_003474
ENST00000368679	NM_001288973
ENST00000368676	NM_021641
ENST00000368676	NM_001288974
ENST00000368676	NM_001288975
ENST00000370715	NM_001297705
ENST00000249806	NM_017882
ENST00000370713	NM_001297706
ENST00000319517	NM_012302
ENST00000373832	NM_001269
ENST00000258886	NM_001354994
ENST00000258886	NM_001320941
ENST00000258886	NM_004136
ENST00000258886	NM_001320942
ENST00000373831	NM_001048194
ENST00000373831	NM_001048195
ENST00000252655	NM_031924
ENST00000560440	NM_001320943
ENST00000538348	NM_001160116
ENST00000371514	NM_002979
ENST00000451195	NM_001160115
ENST00000433880	NM_001199237
ENST00000398958	NM_001048199
ENST00000369541	NM_005872
ENST00000304177	NM_144597
ENST00000304177	NM_001160113
ENST00000508990	NM_001160114
ENST00000528311	NM_001193617
ENST00000426326	NM_033177
ENST00000371509	NM_001193600
ENST00000216237	NM_031488
ENST00000321753	NM_001002034
ENST00000367066	NM_001278733
ENST00000367066	NM_054114
ENST00000407246	NM_001193599
ENST00000358701	NM_181701
ENST00000352371	NM_145660
ENST00000336470	NM_019067
ENST00000453899	NM_001199240
ENST00000371513	NM_001007098
ENST00000338313	NM_138810
ENST00000360845	NM_001184819
ENST00000414528	NM_001199238
ENST00000414528	NM_001199239
ENST00000326965	NM_152133
ENST00000452189	NM_030652
ENST00000430330	NM_001007100
ENST00000552809	NM_001109809
ENST00000616056	NM_030643
ENST00000435345	NM_001007099
ENST00000618876	NM_005937
ENST00000408941	NM_001007250
ENST00000311277	NM_001039580
ENST00000228841	NM_000432
ENST00000569961	NM_001291516
ENST00000253354	NM_033197
ENST00000329476	NM_000910
ENST00000216241	NM_138481
ENST00000393276	NM_198459
ENST00000274289	NM_006622
ENST00000393274	NM_001256404
ENST00000418342	NM_001142546
ENST00000418342	NM_033631
ENST00000294338	NM_005764
ENST00000335288	NM_000705
ENST00000256458	NM_001570
ENST00000332160	NM_014033
ENST00000282541	NM_015141
ENST00000222718	NM_006735
ENST00000377263	NM_020248
ENST00000377263	NM_001012329
ENST00000617412	NM_001252226
ENST00000341049	NM_001753
ENST00000361246	NM_006035
ENST00000297785	NM_000689
ENST00000271640	NM_001145415
ENST00000368962	NM_001243491
ENST00000393467	NM_001172897
ENST00000393467	NM_001172896
ENST00000368969	NM_012432
ENST00000614113	NM_001172895
ENST00000222728	NM_024014
ENST00000636362	NM_181532
ENST00000452583	NM_181361
ENST00000432997	NM_001278911
ENST00000432997	NM_005832
ENST00000433864	NM_007028
ENST00000341316	NM_199367
ENST00000396352	NM_030661
ENST00000261211	NM_002595
ENST00000218230	NM_013271
ENST00000356634	NM_015013
ENST00000543119	NM_001170464
ENST00000299155	NM_030943
ENST00000451917	NM_001320
ENST00000451917	NM_001282385
ENST00000400181	NM_001009999
ENST00000399363	NM_001310219
ENST00000612286	NM_153631
ENST00000524622	NM_014796
ENST00000524622	NM_001261844
ENST00000610970	NM_002141
ENST00000331479	NM_033318
ENST00000335754	NM_022899
ENST00000222726	NM_019102
ENST00000330255	NM_001220493
ENST00000571134	NM_001105571
ENST00000449076	NM_001136030
ENST00000433376	NM_006411
ENST00000316577	NM_001098815
ENST00000564840	NM_001013690
ENST00000268057	NM_033028
ENST00000268057	NM_001320665
ENST00000646664	NM_001101
ENST00000398455	NM_001109619
ENST00000417388	NM_032741
ENST00000490011	NM_021221
ENST00000242159	NM_006896
ENST00000493112	NM_001177599
ENST00000395002	NM_001265579
ENST00000297261	NM_000193
ENST00000307227	NM_003848
ENST00000430104	NM_001310462
ENST00000395205	NM_001252678
ENST00000261726	NM_015267
ENST00000495461	NM_021237
ENST00000428314	NM_001080527
ENST00000264344	NM_014883
ENST00000589721	NM_001253790
ENST00000361483	NM_001177996
ENST00000329203	NM_175885
ENST00000547838	NM_001177997
ENST00000547838	NM_144671
ENST00000588606	NM_001253793
ENST00000292566	NM_017621
ENST00000586440	NM_001253794
ENST00000615889	NM_001253791
ENST00000454366	NM_016426
ENST00000368954	NM_022075
ENST00000503556	NM_001265578
ENST00000508369	NM_001015045
ENST00000436302	NM_178563
ENST00000513837	NM_001265580
ENST00000271688	NM_181746
ENST00000478136	NM_213609
ENST00000496687	NM_001252216
ENST00000611770	NM_032831
ENST00000356387	NM_001271819
ENST00000356387	NM_001271818
ENST00000356387	NM_001126340
ENST00000320574	NM_006231
ENST00000450169	NM_012322
ENST00000258955	NM_018346
ENST00000311417	NM_022470
ENST00000621994	NM_001136561
ENST00000432729	NM_152240
ENST00000531134	NM_001304481
ENST00000409909	NM_001130710
ENST00000459937	NM_001305630
ENST00000259486	NM_006209
ENST00000427067	NM_001330600
ENST00000393114	NM_001305629
ENST00000393114	NM_024033
ENST00000409952	NM_001139499
ENST00000396693	NM_001154458
ENST00000334258	NM_152592
ENST00000483029	NM_001243754
ENST00000522826	NM_001130863
ENST00000075322	NM_001040092
ENST00000268231	NM_144605
ENST00000542230	NM_006134
ENST00000620897	NM_001243755
ENST00000430971	NM_003782
ENST00000368947	NM_003568
ENST00000617987	NM_001243749
ENST00000617987	NM_001243751
ENST00000617987	NM_001243753
ENST00000617987	NM_001243752
ENST00000275767	NM_018295
ENST00000596358	NM_015953
ENST00000596358	NM_001270960
ENST00000489746	NM_001308317
ENST00000249344	NM_020704
ENST00000376582	NM_005834
ENST00000435494	NM_001134336
ENST00000552810	NM_025114
ENST00000427716	NM_001330373
ENST00000427716	NM_001330374
ENST00000427716	NM_139241
ENST00000331334	NM_016417
ENST00000396779	NM_001167947
ENST00000398333	NM_001199058
ENST00000546442	NM_001304484
ENST00000546442	NM_001304483
ENST00000218436	NM_198510
ENST00000525053	NM_001304480
ENST00000437160	NM_006510
ENST00000295569	NM_001005527
ENST00000295569	NM_182522
ENST00000246794	NM_000951
ENST00000246794	NM_001316335
ENST00000462322	NM_001195243
ENST00000488653	NM_022757
ENST00000290219	NM_005534
ENST00000312210	NM_001040217
ENST00000312210	NM_001163260
ENST00000465259	NM_001318934
ENST00000520113	NM_000036
ENST00000361936	NM_018379
ENST00000361936	NM_001319998
ENST00000369538	NM_001172626
ENST00000311915	NM_001300940
ENST00000310053	NM_001318935
ENST00000310053	NM_139048
ENST00000310053	NM_003071
ENST00000361738	NM_001163258
ENST00000298699	NM_152589
ENST00000493834	NM_001163259
ENST00000398055	NM_152440
ENST00000544871	NM_001300941
ENST00000336418	NM_005829
ENST00000645508	NM_000106
ENST00000377722	NM_001291913
ENST00000359033	NM_001025161
ENST00000369535	NM_002524
ENST00000335678	NM_002929
ENST00000441200	NM_001098478
ENST00000376844	NM_018950
ENST00000376844	NM_001098479
ENST00000355857	NM_001079862
ENST00000341259	NM_005475
ENST00000525601	NM_138717
ENST00000538307	NM_001291424
ENST00000564146	NM_001195279
ENST00000617763	NM_002490
ENST00000383699	NM_001167675
ENST00000383699	NM_001256505
ENST00000383699	NM_001256504
ENST00000356891	NM_001009894
ENST00000627093	NM_001178041
ENST00000311521	NM_001282635
ENST00000311521	NM_001282636
ENST00000407528	NM_001167674
ENST00000407528	NM_001256503
ENST00000407528	NM_001256502
ENST00000256362	NM_018228
ENST00000627305	NM_001178017
ENST00000357484	NM_182616
ENST00000393103	NM_001079863
ENST00000405615	NM_153184
ENST00000460685	NM_001282380
ENST00000535757	NM_020548
ENST00000535757	NM_001282633
ENST00000535757	NM_001282634
ENST00000535757	NM_001178042
ENST00000287590	NM_145236
ENST00000535617	NM_001178043
ENST00000547309	NM_001204103
ENST00000547309	NM_005155
ENST00000447146	NM_001167990
ENST00000371884	NM_001290404
ENST00000371884	NM_001287347
ENST00000327773	NM_000820
ENST00000294339	NM_001290405
ENST00000294339	NM_001290403
ENST00000294339	NM_003189
ENST00000388988	NM_001013619
ENST00000271620	NM_001303242
ENST00000271620	NM_021222
ENST00000357997	NM_015114
ENST00000408962	NM_001083612
ENST00000331628	NM_001105579
ENST00000414687	NM_030651
ENST00000368936	NM_001303229
ENST00000368935	NM_001303243
ENST00000333722	NM_001099676
ENST00000409900	NM_001822
ENST00000543942	NM_001170633
ENST00000295497	NM_001206602
ENST00000375353	NM_182614
ENST00000301190	NM_182608
ENST00000409156	NM_001025201
ENST00000458591	NM_016106
ENST00000372508	NM_015911
ENST00000533655	NM_145018
ENST00000340941	NM_022132
ENST00000340970	NM_001130015
ENST00000340970	NM_001304459
ENST00000340970	NM_001304460
ENST00000372502	NM_001242739
ENST00000397752	NM_000245
ENST00000397752	NM_001324402
ENST00000317479	NM_018663
ENST00000374619	NM_000864
ENST00000318493	NM_001127500
ENST00000218224	NM_001167992
ENST00000218224	NM_005710
ENST00000396763	NM_001032384
ENST00000319153	NM_153330
ENST00000436117	NM_001324401
ENST00000376566	NM_144495
ENST00000376563	NM_001032381
ENST00000376563	NM_001167989
ENST00000376563	NM_001032383
ENST00000376563	NM_001032382
ENST00000367255	NM_182961
ENST00000371738	NM_001080849
ENST00000422163	NM_001282620
ENST00000422163	NM_001282619
ENST00000403197	NM_001297779
ENST00000377205	NM_001297778
ENST00000377205	NM_022787
ENST00000317555	NM_138575
ENST00000445369	NM_020982
ENST00000498926	NM_001170543
ENST00000498926	NM_001170544
ENST00000368931	NM_138278
ENST00000373710	NM_001199038
ENST00000295294	NM_001159642
ENST00000360467	NM_001846
ENST00000373709	NM_178865
ENST00000341105	NM_032638
ENST00000423061	NM_033071
ENST00000262441	NM_004246
ENST00000488540	NM_001316975
ENST00000371734	NM_052814
ENST00000430265	NM_001145662
ENST00000371732	NM_052813
ENST00000487848	NM_001145661
ENST00000454502	NM_001145394
ENST00000402228	NM_001321277
ENST00000402228	NM_001321278
ENST00000402228	NM_001145392
ENST00000284995	NM_025265
ENST00000536384	NM_001199039
ENST00000536384	NM_018565
ENST00000536859	NM_001199037
ENST00000415684	NM_001145393
ENST00000415684	NM_001321279
ENST00000377223	NM_032368
ENST00000377213	NM_001316973
ENST00000377213	NM_001316976
ENST00000377213	NM_001316974
ENST00000368926	NM_017860
ENST00000533486	NM_001286060
ENST00000533486	NM_014488
ENST00000368921	NM_006818
ENST00000260056	NM_001286059
ENST00000616132	NM_015597
ENST00000612684	NM_001286061
ENST00000540998	NM_001038707
ENST00000357235	NM_020239
ENST00000440944	NM_001145638
ENST00000392944	NM_001200003
ENST00000170447	NM_014160
ENST00000313601	NM_002070
ENST00000429455	NM_001145639
ENST00000411987	NM_001271707
ENST00000426263	NM_006516
ENST00000368918	NM_001323910
ENST00000368918	NM_001323913
ENST00000368918	NM_001323906
ENST00000368918	NM_001323908
ENST00000368918	NM_144618
ENST00000368916	NM_001323912
ENST00000368916	NM_001323907
ENST00000368916	NM_001323909
ENST00000368916	NM_001323911
ENST00000335542	NM_016362
ENST00000335542	NM_001302821
ENST00000451956	NM_001166425
ENST00000271064	NM_022164
ENST00000266027	NM_001282617
ENST00000266027	NM_001282618
ENST00000377773	NM_001134485
ENST00000544052	NM_182835
ENST00000513761	NM_001829
ENST00000321301	NM_001001790
ENST00000292853	NM_178820
ENST00000430179	NM_001302823
ENST00000347613	NM_173872
ENST00000544379	NM_001134484
ENST00000360642	NM_001243372
ENST00000457433	NM_001204414
ENST00000525682	NM_001243564
ENST00000537531	NM_001204415
ENST00000624207	NM_001306072
ENST00000236342	NM_205861
ENST00000236342	NM_001319959
ENST00000526219	NM_001243565
ENST00000242275	NM_033412
ENST00000323770	NM_001302551
ENST00000613795	NM_001243374
ENST00000449238	NM_001134945
ENST00000396629	NM_001257376
ENST00000396629	NM_001283031
ENST00000396629	NM_001283032
ENST00000396629	NM_001283033
ENST00000437422	NM_001134944
ENST00000360009	NM_024887
ENST00000287656	NM_001134941
ENST00000457360	NM_001302822
ENST00000439975	NM_001134946
ENST00000375820	NM_001845
ENST00000415919	NM_001010890
ENST00000558012	NM_001321137
ENST00000558012	NM_001321136
ENST00000558012	NM_003978
ENST00000429122	NM_001302824
ENST00000429122	NM_001302825
ENST00000317955	NM_030936
ENST00000310396	NM_024913
ENST00000375068	NM_177433
ENST00000625019	NM_001291380
ENST00000311822	NM_001308273
ENST00000375058	NM_014599
ENST00000392741	NM_001308274
ENST00000393381	NM_017867
ENST00000624297	NM_001099850
ENST00000543140	NM_001303110
ENST00000450913	NM_001105533
ENST00000316937	NM_018275
ENST00000432825	NM_012166
ENST00000458403	NM_001267044
ENST00000456769	NM_001303470
ENST00000634353	NM_001330236
ENST00000622421	NM_001013407
ENST00000432459	NM_001184996
ENST00000392743	NM_001184997
ENST00000296255	NM_002950
ENST00000268154	NM_198526
ENST00000287652	NM_014760
ENST00000396224	NM_201222
ENST00000377724	NM_024345
ENST00000313010	NM_001319214
ENST00000313010	NM_005040
ENST00000393399	NM_199418
ENST00000341942	NM_001008395
ENST00000474141	NM_001318237
ENST00000242323	NM_001286810
ENST00000460732	NM_001318236
ENST00000559295	NM_001321135
ENST00000359139	NM_001351644
ENST00000359139	NM_001351646
ENST00000359139	NM_001242900
ENST00000334600	NM_001024661
ENST00000377707	NM_003028
ENST00000398004	NM_018656
ENST00000377617	NM_002973
ENST00000395741	NM_001242899
ENST00000376152	NM_001098376
ENST00000395744	NM_014678
ENST00000535949	NM_001310123
ENST00000357367	NM_001012276
ENST00000542287	NM_001310121
ENST00000371500	NM_001199080
ENST00000312553	NM_153703
ENST00000612753	NM_001351641
ENST00000612753	NM_001351642
ENST00000612753	NM_001242898
ENST00000618387	NM_001199081
ENST00000335282	NM_001101376
ENST00000395871	NM_001199082
ENST00000437300	NM_001291381
ENST00000304363	NM_001300907
ENST00000304363	NM_017635
ENST00000264316	NM_003328
ENST00000353442	NM_022458
ENST00000251849	NM_002880
ENST00000401547	NM_016028
ENST00000442415	NM_001354689
ENST00000402185	NM_001300909
ENST00000376101	NM_001099790
ENST00000421097	NM_001042529
ENST00000393704	NM_001301648
ENST00000393704	NM_001301647
ENST00000393704	NM_001009554
ENST00000361618	NM_021647
ENST00000376098	NM_001099851
ENST00000590958	NM_001042532
ENST00000615954	NM_001300908
ENST00000393818	NM_025233
ENST00000377754	NM_001286951
ENST00000297994	NM_144964
ENST00000585807	NM_000413
ENST00000377753	NM_001286953
ENST00000377753	NM_001286952
ENST00000537911	NM_001286950
ENST00000537911	NM_001286954
ENST00000358502	NM_030882
ENST00000360380	NM_003035
ENST00000360380	NM_001282936
ENST00000249066	NM_145637
ENST00000225927	NM_000263
ENST00000371877	NM_001048166
ENST00000331256	NM_001004318
ENST00000396221	NM_001282937
ENST00000397109	NM_001136232
ENST00000337817	NM_001282939
ENST00000337817	NM_001282938
ENST00000306406	NM_183240
ENST00000316412	NM_001099852
ENST00000337354	NM_030673
ENST00000377765	NM_014907
ENST00000350697	NM_183352
ENST00000367603	NM_006734
ENST00000359422	NM_001350957
ENST00000376085	NM_001010847
ENST00000380817	NM_002972
ENST00000432609	NM_001164267
ENST00000432609	NM_005452
ENST00000383801	NM_001136026
ENST00000524981	NM_001306084
ENST00000327304	NM_016042
ENST00000397105	NM_001278946
ENST00000242994	NM_021191
ENST00000396521	NM_001002269
ENST00000344949	NM_018309
ENST00000555619	NM_006432
ENST00000394144	NM_001199198
ENST00000284694	NM_001004298
ENST00000382361	NM_003088
ENST00000641374	NM_001005243
ENST00000311922	NM_025195
ENST00000311669	NM_031284
ENST00000520847	NM_001282985
ENST00000556816	NM_194279
ENST00000371873	NM_016308
ENST00000206249	NM_000125
ENST00000206249	NM_001291230
ENST00000206249	NM_001291241
